slug,code_commune,nom_ville,date,auteur,note_moyenne,environnement,transports,securite,sante,sports_et_loisirs,culture,enseignement,commerces,qualite_de_vie,points_positifs,points_negatifs
toulouse,31555,Toulouse,07-02-2026,Napoléon,5.38,6,,,,,,,,,"- commerces 
- enseignement 
- transport 
- santé, hôpitaux, médecins 
- loisirs","- immigration importante venue des 4 coins de l'Afrique, du Maghreb et d'autres pays pauvres 
- tiers mondialisation de la ville 
- insécurité 
- ville qui vote à gauche 
- si vous avez de l'argent fuyez cette ville tiers mondialisée."
toulouse,31555,Toulouse,30-11-2025,Vertfeuille48,2.88,3,,,,,,,,,"J'ai vécu à Toulouse dans la quartier Saint-Michel et travaillé à Blagnac. Voici les points positifs que j'ai retenus : 
 
- L'offre culturelle est vraiment top, avec beaucoup de musées, la cité de l'Espace est un incontournable. La ville a un patrimoine historique riche. 
- Pas mal de commerces intéressants dans le centre, quand ils ne sont pas incendiés ou pillés par les hordes de délinquants. 
- Métro moderne qui fonctionne bien.","Beaucoup de points négatifs s'aggravent d'année en année, sans aucune réaction de la part de la mairie : 
 
- Les rues sont souvent très sales, avec des amas de déchets et de bouteilles cassées qui s'entassent devant le carrefour ou l'ancienne prison. 
- N'habitez surtout pas au rez-de-chaussée. Vous risquez d'avoir la mauvaise surprise de retrouver un ivrogne ou quelqu'un qui a pris de la drogue dormir sur le rebord de votre fenêtre en criant la nuit (c'est du vécu). Quand vous hésitez à ouvrir les volets de votre salon, on ne peut pas dire qu'on se sent particulièrement bien. 
- La délinquance explose dans certains quartiers, je pense notamment aux Izards, que j'ai eu le malheur de traverser à plusieurs reprises. J'ai déjà vu du trafic de drogue directement devant les habitations, et j'ai même entendu des tirs d'arme à feu une fois. 
- La pollution atmosphérique, entraînée par l'engorgement total de la rocade qui mène à l'aéroport, rend l'air irrespirable une bonne partie de l'été. Énormément d'embouteillages. 
- Climat compliqué, avec des canicules difficilement soutenables sur les dernières années. La mairie construit des clapiers en béton plutôt que des espaces verts."
toulouse,31555,Toulouse,10-11-2025,Andy,4.69,2,,,,,,,,,"L'hypercentre est très joli on ne peut pas le nier. Jolies ruelles et quartiers animés. Je trouve qu'il est plutôt facile de consulter un spécialiste même si les délais d'attente sont parfois longs, mais ça c'est au niveau national. Meilleur CHU de France. De bonnes écoles et universités et un réseau de transport plutôt correct.","Cette ville est absolument infâme niveau propreté. Il n'y a pas une journée où j'ai pas de haut le cœur en marchant dans la rue tant les trottoirs sont jonchés d'excréments, de déchets en tout genre et de vomis. Je suis pourtant dans un quartier plutôt coté mais visiblement cette ville atteint un niveau de porcherie à tous les recoins. Beaucoup de sans abris, leur nombre a explosé depuis que Paris nous a refilé les siens à cause des JO. Beaucoup de cas sociaux et d'insécurité, surtout pour les femmes. La culture ? Zéro à part une pauvre expo tous les 5 mois. Je pense qu'il serait temps que la mairie prenne en main toutes ces incivilités qui pourrissent la ville."
toulouse,31555,Toulouse,15-09-2025,Jeviensdusud,4.56,3,,,,,,,,,"Ville étudiante, culturelle et dynamique pour faire la fête. 
Les transports sont pratiques.","Emploi: difficile à trouver dans votre secteur si vous n'êtes pas ""d'ici"". 
Personnes polies mais hypocrites, très chauvins. Une région qui visiblement ne supporte pas les personnes des autres régions du pays... au moins dans le sud est, ils sont francs. 
Propreté: sale (sortie de beuverie) 
Ecole: rejet des enfants d'une autre région mais bon les chats ne font pas des chiens."
nice,6088,Nice,26-06-2026,lilou,6.63,6,,,,,,,,,"Nice est une très belle ville avec de beaux quartiers niçois, c'est à côté de l'Italie, pas loin de la Corse en bateau. la mer est belle surtout du côté de ""la réserve"". C'est très vivant même les we, les commerces sont ouverts et la montagne n'est pas loin pour les skieurs ou les amoureux de la nature. On peut trouver facilement des rdv médicaux, pas de désert médical à Nice, sauf pour les spécialités en tension où on attend mais rien à voir avec d'autres territoires. Beaucoup d'écoles, collèges et lycées, peu de possibilités de vraiment faire de très bonnes études à Nice sauf dans le privé à Sofia Antipolis (à 45 minutes de Nice). On y mange très bien avec d'excellents restaurants. avec un 2/3 roues pour se déplacer c'est l'idéal. Les vrais niçois sont rares, beaucoup d'étrangers s'installent et beaucoup de touristes aisés qui restent parfois aussi à l'année(et qui prennent les logements) et beaucoup de touristes de tout pays en général. Le mois creux c'est novembre, sinon à l'année Nice c'est blindé.","Il n'y a pas grand chose à faire culturellement, les expos de musées sont invariablement les mêmes, le maire doit développer plus d'activités et amener un vrai théâtre comme celui d'Antibes. La mentalité est spéciale, je n'ai jamais eu d'amis ici comme j'en ai eu ailleurs. La circulation est infernale et les places pour la voiture un parcours du combattant. Le prix de l'immobilier a fortement augmenté à l'achat. Certains quartiers sont moches et à éviter comme dans toutes les villes. L'été la chaleur est étouffante car humide, les hivers sont doux. Les commerces sont des enseignes connues ou quelques boutiques tendances quand on connait."
nice,6088,Nice,13-06-2026,Dambreuse,4.19,0,,,,,,,,,"Sécurité, cadre.","Motos / voitures bruyantes.  On fait des signalements au maire qui vous embobine avec des histoires du genre ""on pense à des solutions du genre caméras avec décibelmètre"" etc... mais cela fait des années que ça dure et on en est toujours au même point... celui d'une pollution sonore xxl tout particulièrement à la belle saison, moment choisi par cette faune de pollueurs de faire son apparition. Ne leur demandez pas ce que c'est que l'incivilité, le mot est étranger à leur répertoire des plus limité. 
Et aucune amélioration n'a été apportée par l'obligation du CT vu que les moteurs ont été au préalable ""ajustés"" pour ne pas être refusés."
nice,6088,Nice,11-05-2026,Jean,9.13,9,,,,,,,,,"35 ans que j'habite Nice et je compte bien y terminer ma vie. 
Oui c est une grande ville, il y a du bruit, de la circulation, et parfois des gens peu aimables. 
Mais les Niçois ne sont pas tous comme ça. 
Si vous critiquez leur ville, ils ne vont pas apprécier et se défendre.","Oui l'immobilier est cher, oui se garer n'est pas facile. 
Si vous trouvez qu'il y a une mauvaise mentalité, que le nouveau maire n'est pas de votre bord politique , que personne ne vous prête une attention particulière, c'est que vous n'êtes pas au bon endroit. 
Partez et tentez votre chance ailleurs, ce sera mieux comme ça."
nice,6088,Nice,25-04-2026,Sabina,8.88,9,,,,,,,,,"Plus belle et meilleure ville de France. 
On s'en rend pas compte quand on y vit. 
Le tramway, la place Garibaldi, l'odeur du vieux Nice, on ne s'en lasse pas, comme la belle promenade des anglais. Et la zone piétonne, l'Italie juste à côté. 
Des maisons médicale partout. Administratif au top aussi, ailleurs je vous le dis c'est 4 fois pire. J'ai râlé et je suis partie comme d'habitude j'y reviendrai. Nice dans le cœur.","Le même gros problème partout en France dans les grandes villes. Les drogués, les alcooliques, les délinquants récidivistes impunis. 
Les arnaqueurs aussi récidiviste mais légaux impunis aussi. Le manque d'éducation aussi bien pour les petits que les grands. 
Le seul vrai point négatif à Nice, le loyer très cher."
nice,6088,Nice,29-03-2026,biche,2.88,3,,,,,,,,,"Ville très jolie, avec de petits villages atypiques et plein de charme autour. L'environnement est très agréable à visiter, avec du soleil et un beau temps la plupart du temps. Pour ceux qui aiment le ski et la montagne, les stations sont accessibles à environ une heure. 
 
La nourriture est de très bonne qualité, que ce soit dans les supermarchés comme Lidl, avec des prix très abordables. On y trouve des ingrédients de grande qualité, souvent difficiles à trouver dans d'autres pays à des prix aussi accessibles, aussi bien pour les fruits et légumes que pour les délicieux produits laitiers, etc.","Malheureusement, il y a beaucoup plus de points négatifs que positifs, ce qui me pousse à partir après 4 ans. 
 
Le premier problème est le logement : les loyers sont extrêmement élevés pour de petits appartements avec des murs très fins. On entend absolument tout, comme si cela se passait chez nous : portes qui claquent chez les voisins, travaux constants, télévision, même les éternuements! Je paie 1 300 € par mois pour une chambre, ce qui est énorme pour ces conditions. 
 
Se garer est également très compliqué. La ville est surpeuplée et il faut payer pour se garer, lorsqu'on arrive enfin à trouver une place. Si par mégarde on dépasse un peu le temps de stationnement, on reçoit automatiquement une amende. Et même après avoir payé, il m'est arrivé de recevoir une autre facture indiquant un non-paiement, même si la preuve bancaire montre le contraire. Malgré mes réclamations, j'ai tout de même dû repayer 69 € en plus de l'amende, ce qui est très frustrant et injuste. Ceci n'est qu'un exemple parmi d'autres... 
 
Internet à domicile est aussi décevant : même avec la fibre, la connexion est lente. J'ai déjà voyagé dans de petites îles des Caraïbes où le Wi-Fi était trois fois plus rapide. 
 
Les services de santé me déçoivent également : les médecins semblent souvent pressés, peu à l'écoute, et j'ai parfois l'impression de les déranger. Les diagnostics ne sont pas toujours précis. 
 
En été, la situation devient encore plus difficile à cause du tourisme de masse. Il est presque impossible de se déplacer ou de se garer, tout est bondé : les routes, les plages, les restaurants. La mer est souvent polluée, l'eau froide, et il y a beaucoup de méduses. 
 
Ce qui m'a le plus déçue, je ne sais pas si c'est spécifique à Nice ou à la France en général, c'est cette impression que beaucoup de personnes cherchent à profiter financièrement des autres sans toujours rendre le service attendu. Que ce soit les propriétaires, certains professionnels de santé ou d'autres services, il y a souvent un manque de transparence et des abus. 
 
Les gens sont sympas en surface, mais il est difficile de créer de vraies relations. Je comprends aussi qu'il y ait de la colère chez certains habitants, notamment à cause de la pression fiscale, les salaires bas, et du coût de la vie. 
 
C'est dommage pour une si belle ville : c'est agréable à visiter, mais pour y vivre, c'est devenu trop stressant."
nice,6088,Nice,18-02-2026,Sebseb,8.88,8,,,,,,,,,"C'est lorsque l'on part de Nice qu'on se rend réellement compte de sa valeur. 
 
Oui Nice n'est pas parfaite, mais pour avoir fait quasiment tous les coins de France, Nice nous offre une qualité de vie que l'on ne retrouve nulle part ailleurs en France. 
 
La situation géographique juste exceptionnelle : ville en bord de mer, montagne à 1h30 avec le Mercantour d'une beauté sans nom, proximité avec la Corse et l'Italie. 
 
La beauté : l'influence Italienne se ressent, l'architecture est belle, la ville est pleine de charme et la coulée verte est une vraie réussite. 
 
Le dynamisme : Nice vit toute l'année, n'en déplaise aux médisants. Beaucoup de choses sont mises en place pour qu'elle se développe. Beaucoup d'événements sportifs / culturels. La vie nocturne y est bien présente, j'en témoigne. 
 
Le climat : Du soleil toute l'année, pas de vent, hivers doux, étés chauds mais plus vivable que dans les terres. Fortes pluies mais assez peu fréquentes. 
 
La mentalité n'est pas si horrible qu'on la décrit. Ce sentiment de vivre en ""vacances"" se ressent tout de même sur la population. 
 
Pour rien au monde je ne partirai d'ici. Je l'ai fait, de nombreuses fois, j'y suis revenu. 
 
Mon avis paraîtra sûrement démesuré aux yeux de certains, mais j'ai Nice dans le cœur, et j'ai le sentiment que je ne suis pas le seul.","Coût de la vie / immobilier élevé mais une telle qualité de vie se paie. 
 
Embouteillages et sur-fréquentation l'été. 
 
Partie de la population qui n'ont pas conscience de là où ils vivent. Je les invite à déménager ailleurs et ainsi comparer. 
 
 Adresse email invalide !!"
